unique_id,station_id,update,available_bikes,empty_docks,capacity
4736,Station_4,2022-01-10 15:30:00,14,4,20
4737,Station_7,2022-01-28 15:45:00,2,3,20
4738,Station_6,2022-01-16 10:34:00,10,7,20
4739,Station_9,2022-01-09 13:54:00,17,17,20
4740,Station_5,2022-01-07 00:47:00,5,17,20
4741,Station_8,2022-01-28 22:50:00,12,17,20
4742,Station_3,2022-01-14 22:27:00,14,4,20
4743,Station_7,2022-01-15 18:40:00,19,8,20
4744,Station_7,2022-01-27 12:35:00,17,8,20
4745,Station_7,2022-01-22 22:04:00,10,9,20
4746,Station_6,2022-01-09 06:55:00,7,15,20
4747,Station_7,2022-01-04 01:11:00,5,8,20
4748,Station_6,2022-01-12 06:24:00,18,2,20
4749,Station_7,2022-01-11 16:27:00,13,1,20
4750,Station_5,2022-01-02 12:49:00,0,19,20
4751,Station_7,2022-01-02 23:59:00,16,19,20
4752,Station_5,2022-01-10 03:42:00,6,18,20
4753,Station_4,2022-01-10 13:16:00,5,1,20
4754,Station_9,2022-01-10 05:36:00,2,19,20
4755,Station_1,2022-01-04 05:54:00,2,13,20
4756,Station_1,2022-01-25 04:34:00,19,14,20
4757,Station_3,2022-01-14 22:11:00,9,1,20
4758,Station_2,2022-01-23 14:49:00,6,17,20
4759,Station_10,2022-01-22 13:47:00,6,0,20
4760,Station_8,2022-01-28 01:03:00,4,15,20
4761,Station_2,2022-01-19 06:52:00,14,3,20
4762,Station_3,2022-01-05 05:59:00,5,11,20
4763,Station_10,2022-01-03 07:10:00,10,1,20
4764,Station_3,2022-01-09 14:39:00,3,4,20
4765,Station_2,2022-01-04 21:11:00,12,15,20
4766,Station_9,2022-01-02 00:49:00,9,10,20
4767,Station_7,2022-01-03 04:51:00,8,2,20
4768,Station_7,2022-01-16 17:18:00,16,2,20
4769,Station_8,2022-01-23 16:13:00,0,10,20
4770,Station_6,2022-01-05 15:11:00,7,9,20
4771,Station_9,2022-01-09 08:38:00,18,17,20
4772,Station_8,2022-01-20 15:16:00,0,19,20
4773,Station_6,2022-01-12 07:26:00,1,16,20
4774,Station_10,2022-01-22 15:35:00,0,1,20
4775,Station_3,2022-01-29 12:56:00,5,17,20
4776,Station_8,2022-01-18 12:43:00,0,4,20
4777,Station_2,2022-01-29 13:25:00,7,2,20
4778,Station_2,2022-01-06 16:34:00,3,1,20
4779,Station_2,2022-01-13 07:17:00,3,17,20
4780,Station_4,2022-01-27 09:36:00,14,13,20
4781,Station_9,2022-01-06 10:37:00,7,17,20
4782,Station_10,2022-01-17 16:03:00,14,19,20
4783,Station_3,2022-01-14 03:25:00,19,7,20
4784,Station_7,2022-01-15 10:13:00,12,18,20
4785,Station_3,2022-01-20 11:02:00,1,8,20
4786,Station_5,2022-01-18 15:05:00,12,1,20
4787,Station_10,2022-01-04 16:01:00,16,6,20
4788,Station_6,2022-01-05 16:18:00,19,17,20
4789,Station_3,2022-01-30 01:50:00,9,5,20
4790,Station_9,2022-01-08 21:45:00,10,16,20
4791,Station_7,2022-01-09 04:30:00,6,6,20
4792,Station_2,2022-01-16 09:20:00,19,8,20
4793,Station_3,2022-01-26 15:20:00,13,15,20
4794,Station_6,2022-01-12 23:39:00,8,15,20
4795,Station_7,2022-01-20 20:01:00,1,11,20
4796,Station_2,2022-01-17 13:25:00,5,3,20
4797,Station_9,2022-01-05 14:11:00,2,2,20
4798,Station_6,2022-01-16 03:12:00,11,7,20
4799,Station_10,2022-01-22 10:47:00,2,19,20
4800,Station_3,2022-01-08 11:48:00,2,0,20
4801,Station_2,2022-01-29 10:46:00,17,16,20
4802,Station_2,2022-01-22 04:52:00,9,18,20
4803,Station_6,2022-01-13 05:45:00,12,2,20
4804,Station_8,2022-01-28 14:49:00,17,0,20
4805,Station_10,2022-01-27 17:55:00,16,2,20
4806,Station_7,2022-01-05 13:24:00,18,9,20
4807,Station_8,2022-01-18 21:16:00,11,18,20
4808,Station_3,2022-01-09 17:03:00,17,6,20
4809,Station_7,2022-01-17 15:40:00,9,12,20
4810,Station_9,2022-01-18 16:08:00,14,0,20
4811,Station_5,2022-01-13 22:12:00,12,12,20
4812,Station_1,2022-01-03 08:24:00,15,3,20
4813,Station_3,2022-01-30 05:45:00,15,13,20
4814,Station_6,2022-01-30 12:54:00,18,10,20
4815,Station_2,2022-01-24 04:50:00,11,7,20
4816,Station_6,2022-01-05 21:15:00,11,12,20
4817,Station_9,2022-01-04 09:34:00,16,12,20
4818,Station_6,2022-01-18 21:13:00,16,2,20
4819,Station_7,2022-01-05 03:46:00,4,14,20
4820,Station_7,2022-01-01 13:57:00,14,0,20
4821,Station_5,2022-01-04 05:27:00,15,3,20
4822,Station_5,2022-01-07 02:24:00,4,10,20
4823,Station_1,2022-01-01 04:28:00,8,15,20
4824,Station_3,2022-01-30 06:05:00,13,0,20
4825,Station_6,2022-01-26 07:38:00,1,12,20
4826,Station_3,2022-01-04 09:03:00,17,1,20
4827,Station_1,2022-01-13 22:54:00,4,19,20
4828,Station_3,2022-01-18 22:17:00,8,14,20
4829,Station_1,2022-01-17 16:33:00,13,1,20
4830,Station_5,2022-01-27 05:01:00,4,2,20
4831,Station_10,2022-01-02 17:46:00,8,18,20
4832,Station_5,2022-01-13 21:39:00,12,19,20
4833,Station_7,2022-01-09 16:43:00,10,2,20
4834,Station_8,2022-01-19 22:38:00,14,15,20
4835,Station_8,2022-01-25 22:49:00,6,16,20
4836,Station_8,2022-01-21 14:32:00,4,14,20
4837,Station_5,2022-01-23 10:02:00,12,17,20
4838,Station_6,2022-01-24 18:44:00,9,5,20
4839,Station_7,2022-01-14 22:59:00,4,11,20
4840,Station_5,2022-01-25 02:07:00,18,0,20
4841,Station_3,2022-01-02 07:22:00,14,14,20
4842,Station_10,2022-01-07 14:13:00,16,9,20
4843,Station_5,2022-01-20 17:57:00,3,13,20
4844,Station_3,2022-01-16 22:26:00,10,13,20
4845,Station_1,2022-01-07 00:49:00,4,14,20
4846,Station_2,2022-01-16 15:09:00,4,9,20
4847,Station_7,2022-01-09 14:55:00,0,15,20
4848,Station_3,2022-01-04 12:09:00,15,14,20
4849,Station_8,2022-01-16 01:37:00,0,12,20
4850,Station_6,2022-01-11 20:07:00,9,11,20
4851,Station_8,2022-01-12 00:03:00,18,18,20
4852,Station_1,2022-01-11 00:58:00,14,5,20
4853,Station_6,2022-01-04 02:12:00,18,13,20
4854,Station_4,2022-01-21 09:51:00,9,7,20
4855,Station_7,2022-01-30 08:34:00,4,16,20
4856,Station_1,2022-01-23 02:33:00,5,17,20
4857,Station_6,2022-01-20 16:20:00,14,1,20
4858,Station_3,2022-01-12 08:55:00,13,12,20
4859,Station_9,2022-01-27 15:59:00,15,8,20
4860,Station_1,2022-01-09 02:52:00,19,14,20
4861,Station_8,2022-01-20 06:26:00,3,5,20
4862,Station_9,2022-01-24 00:58:00,7,0,20
4863,Station_10,2022-01-16 01:54:00,19,8,20
4864,Station_6,2022-01-28 12:03:00,2,14,20
4865,Station_7,2022-01-11 07:35:00,16,17,20
4866,Station_9,2022-01-21 01:57:00,7,5,20
4867,Station_7,2022-01-22 19:38:00,8,11,20
4868,Station_1,2022-01-29 12:51:00,3,14,20
4869,Station_6,2022-01-11 05:45:00,13,9,20
4870,Station_9,2022-01-15 09:01:00,14,3,20
4871,Station_3,2022-01-21 06:38:00,10,11,20
4872,Station_4,2022-01-13 13:53:00,18,9,20
4873,Station_6,2022-01-02 05:32:00,17,6,20
4874,Station_5,2022-01-01 10:33:00,0,9,20
4875,Station_9,2022-01-01 10:38:00,12,10,20
4876,Station_1,2022-01-12 10:14:00,8,9,20
4877,Station_10,2022-01-24 03:14:00,15,1,20
4878,Station_5,2022-01-02 17:23:00,1,11,20
4879,Station_5,2022-01-15 21:40:00,14,5,20
4880,Station_5,2022-01-21 17:29:00,3,15,20
4881,Station_4,2022-01-29 00:30:00,9,8,20
4882,Station_4,2022-01-06 02:53:00,19,6,20
4883,Station_7,2022-01-08 17:29:00,8,19,20
4884,Station_8,2022-01-17 23:36:00,5,11,20
4885,Station_6,2022-01-20 02:53:00,15,5,20
4886,Station_8,2022-01-09 16:00:00,19,2,20
4887,Station_6,2022-01-29 15:50:00,19,13,20
4888,Station_1,2022-01-09 20:10:00,17,14,20
4889,Station_1,2022-01-25 02:50:00,15,5,20
4890,Station_5,2022-01-04 21:23:00,5,11,20
4891,Station_10,2022-01-19 08:40:00,9,8,20
4892,Station_9,2022-01-29 21:03:00,0,10,20
4893,Station_4,2022-01-08 17:13:00,9,19,20
4894,Station_10,2022-01-12 06:26:00,5,3,20
4895,Station_8,2022-01-11 15:23:00,2,10,20
4896,Station_8,2022-01-02 23:17:00,19,9,20
4897,Station_4,2022-01-09 09:26:00,18,6,20
4898,Station_9,2022-01-21 07:47:00,5,15,20
4899,Station_10,2022-01-17 16:37:00,14,19,20
4900,Station_10,2022-01-05 07:38:00,17,18,20
4901,Station_6,2022-01-13 02:22:00,19,17,20
4902,Station_2,2022-01-13 02:16:00,12,6,20
4903,Station_2,2022-01-04 08:14:00,0,6,20
4904,Station_1,2022-01-28 04:29:00,2,18,20
4905,Station_7,2022-01-29 17:17:00,15,3,20
4906,Station_5,2022-01-24 16:31:00,12,8,20
4907,Station_1,2022-01-27 00:13:00,5,10,20
4908,Station_9,2022-01-17 13:02:00,12,2,20
4909,Station_5,2022-01-29 19:19:00,0,18,20
4910,Station_7,2022-01-05 13:42:00,19,0,20
4911,Station_9,2022-01-06 05:44:00,4,1,20
4912,Station_2,2022-01-21 01:01:00,19,1,20
4913,Station_1,2022-01-20 22:14:00,4,9,20
4914,Station_10,2022-01-22 00:05:00,1,3,20
4915,Station_6,2022-01-13 19:39:00,15,4,20
4916,Station_9,2022-01-30 04:26:00,16,16,20
4917,Station_5,2022-01-02 09:21:00,8,3,20
4918,Station_5,2022-01-02 03:51:00,3,14,20
4919,Station_9,2022-01-29 11:40:00,2,13,20
4920,Station_8,2022-01-09 10:43:00,18,15,20
4921,Station_8,2022-01-05 04:58:00,7,12,20
4922,Station_9,2022-01-21 15:57:00,3,1,20
4923,Station_2,2022-01-09 19:39:00,18,2,20
4924,Station_2,2022-01-19 18:37:00,9,17,20
4925,Station_4,2022-01-25 08:25:00,10,3,20
4926,Station_5,2022-01-18 21:17:00,5,5,20
4927,Station_2,2022-01-06 11:41:00,4,17,20
4928,Station_4,2022-01-28 11:47:00,5,6,20
4929,Station_10,2022-01-05 01:31:00,6,19,20
4930,Station_4,2022-01-09 11:17:00,6,13,20
4931,Station_6,2022-01-23 21:10:00,5,4,20
4932,Station_5,2022-01-21 01:55:00,11,11,20
4933,Station_10,2022-01-19 12:40:00,19,2,20
4934,Station_10,2022-01-08 16:03:00,6,12,20
4935,Station_5,2022-01-10 16:59:00,4,0,20
4936,Station_8,2022-01-24 01:25:00,19,12,20
4937,Station_10,2022-01-28 06:13:00,2,9,20
4938,Station_2,2022-01-05 15:11:00,1,9,20
4939,Station_1,2022-01-06 21:45:00,4,2,20
4940,Station_10,2022-01-07 05:11:00,1,4,20
4941,Station_3,2022-01-22 00:15:00,9,19,20
4942,Station_4,2022-01-13 21:40:00,15,3,20
4943,Station_2,2022-01-15 03:57:00,11,14,20
4944,Station_2,2022-01-27 18:06:00,15,1,20
4945,Station_1,2022-01-23 16:16:00,5,19,20
4946,Station_7,2022-01-16 08:52:00,15,1,20
4947,Station_9,2022-01-10 09:59:00,5,17,20
4948,Station_4,2022-01-09 05:06:00,0,3,20
4949,Station_7,2022-01-19 04:24:00,14,7,20
4950,Station_7,2022-01-08 20:53:00,14,19,20
4951,Station_7,2022-01-13 19:34:00,2,8,20
4952,Station_10,2022-01-29 10:45:00,4,18,20
4953,Station_2,2022-01-26 20:30:00,4,9,20
4954,Station_6,2022-01-30 01:50:00,13,2,20
4955,Station_3,2022-01-22 05:56:00,2,9,20
4956,Station_6,2022-01-04 05:03:00,8,16,20
4957,Station_9,2022-01-24 23:17:00,3,12,20
4958,Station_7,2022-01-20 19:24:00,19,7,20
4959,Station_6,2022-01-03 20:55:00,0,11,20
4960,Station_9,2022-01-10 15:11:00,16,6,20
4961,Station_7,2022-01-11 17:39:00,12,1,20
4962,Station_10,2022-01-09 17:57:00,14,16,20
4963,Station_4,2022-01-07 15:17:00,13,8,20
4964,Station_9,2022-01-24 00:54:00,3,9,20
4965,Station_6,2022-01-07 22:29:00,18,17,20
4966,Station_2,2022-01-28 16:59:00,1,8,20
4967,Station_2,2022-01-23 04:55:00,11,4,20
4968,Station_3,2022-01-30 01:55:00,16,3,20
4969,Station_9,2022-01-17 00:58:00,13,8,20
4970,Station_8,2022-01-14 11:00:00,5,3,20
4971,Station_10,2022-01-01 14:19:00,10,15,20
4972,Station_5,2022-01-07 17:55:00,13,5,20
4973,Station_8,2022-01-23 18:44:00,18,13,20
4974,Station_5,2022-01-29 08:58:00,5,16,20
4975,Station_6,2022-01-10 23:32:00,8,2,20
4976,Station_7,2022-01-12 18:22:00,2,14,20
4977,Station_5,2022-01-12 20:13:00,1,14,20
4978,Station_1,2022-01-22 01:11:00,17,0,20
4979,Station_10,2022-01-16 06:53:00,14,14,20
4980,Station_8,2022-01-18 20:00:00,9,4,20
4981,Station_6,2022-01-11 23:26:00,4,19,20
4982,Station_9,2022-01-20 20:12:00,2,15,20
4983,Station_4,2022-01-23 10:59:00,5,5,20
4984,Station_2,2022-01-12 12:29:00,3,17,20
4985,Station_7,2022-01-25 11:30:00,1,18,20
4986,Station_1,2022-01-26 01:59:00,14,19,20
4987,Station_2,2022-01-08 08:09:00,13,15,20
4988,Station_10,2022-01-10 14:13:00,1,0,20
4989,Station_10,2022-01-01 01:27:00,13,19,20
4990,Station_6,2022-01-08 11:21:00,10,16,20
4991,Station_8,2022-01-06 01:39:00,1,3,20
4992,Station_1,2022-01-12 21:11:00,14,11,20
4993,Station_2,2022-01-07 16:28:00,8,11,20
4994,Station_2,2022-01-27 14:00:00,2,16,20
4995,Station_1,2022-01-16 16:48:00,10,2,20
4996,Station_10,2022-01-11 20:03:00,10,2,20
4997,Station_9,2022-01-29 05:29:00,7,13,20
4998,Station_9,2022-01-27 14:55:00,12,10,20
4999,Station_1,2022-01-17 09:35:00,13,8,20
5000,Station_5,2022-01-19 16:50:00,13,0,20
5001,Station_6,2022-01-27 20:20:00,18,1,20
5002,Station_4,2022-01-28 00:52:00,4,14,20
5003,Station_10,2022-01-27 22:19:00,19,11,20
5004,Station_5,2022-01-04 15:16:00,3,17,20
5005,Station_8,2022-01-04 10:28:00,12,14,20
5006,Station_5,2022-01-29 18:10:00,7,4,20
5007,Station_3,2022-01-19 22:28:00,0,6,20
5008,Station_10,2022-01-17 10:54:00,16,14,20
5009,Station_1,2022-01-30 22:08:00,3,6,20
5010,Station_1,2022-01-02 16:51:00,10,10,20
5011,Station_2,2022-01-16 16:21:00,12,17,20
5012,Station_6,2022-01-30 05:11:00,12,10,20
5013,Station_8,2022-01-28 02:31:00,18,6,20
5014,Station_1,2022-01-07 04:14:00,17,11,20
5015,Station_7,2022-01-12 20:32:00,7,0,20
5016,Station_4,2022-01-13 07:43:00,3,3,20
5017,Station_3,2022-01-09 18:29:00,15,1,20
5018,Station_4,2022-01-03 16:52:00,0,8,20
5019,Station_10,2022-01-06 23:15:00,1,6,20
5020,Station_8,2022-01-21 19:27:00,3,11,20
5021,Station_1,2022-01-18 19:03:00,4,12,20
5022,Station_5,2022-01-28 07:14:00,1,7,20
5023,Station_8,2022-01-11 23:28:00,3,18,20
5024,Station_10,2022-01-17 18:48:00,10,6,20
5025,Station_2,2022-01-24 11:30:00,7,0,20
5026,Station_6,2022-01-12 21:30:00,9,10,20
5027,Station_7,2022-01-03 14:21:00,6,4,20
5028,Station_5,2022-01-29 21:47:00,9,9,20
5029,Station_10,2022-01-26 05:50:00,6,0,20
5030,Station_8,2022-01-07 10:10:00,10,3,20
5031,Station_4,2022-01-26 07:34:00,15,3,20
5032,Station_1,2022-01-15 08:28:00,19,10,20
5033,Station_10,2022-01-26 03:44:00,1,17,20
5034,Station_7,2022-01-10 18:11:00,6,4,20
5035,Station_9,2022-01-11 04:01:00,0,12,20
5036,Station_8,2022-01-02 17:11:00,13,16,20
5037,Station_7,2022-01-09 21:54:00,17,0,20
5038,Station_3,2022-01-21 14:24:00,14,15,20
5039,Station_4,2022-01-13 19:19:00,10,10,20
5040,Station_2,2022-01-28 08:11:00,8,9,20
5041,Station_5,2022-01-17 18:40:00,6,6,20
5042,Station_3,2022-01-18 12:39:00,0,4,20
5043,Station_2,2022-01-06 01:36:00,19,8,20
5044,Station_4,2022-01-20 16:21:00,18,2,20
5045,Station_2,2022-01-03 20:36:00,12,10,20
5046,Station_9,2022-01-15 14:25:00,8,2,20
5047,Station_4,2022-01-14 21:09:00,19,8,20
5048,Station_7,2022-01-14 11:05:00,13,9,20
5049,Station_2,2022-01-11 05:28:00,11,1,20
5050,Station_10,2022-01-20 00:24:00,4,17,20
5051,Station_4,2022-01-10 07:55:00,1,18,20
5052,Station_3,2022-01-21 04:59:00,3,19,20
5053,Station_7,2022-01-19 17:17:00,13,5,20
5054,Station_7,2022-01-13 12:19:00,11,10,20
5055,Station_1,2022-01-17 22:58:00,18,0,20
5056,Station_1,2022-01-14 04:36:00,11,13,20
5057,Station_1,2022-01-23 23:24:00,11,13,20
5058,Station_2,2022-01-23 21:15:00,6,6,20
5059,Station_9,2022-01-22 23:21:00,13,18,20
5060,Station_3,2022-01-19 20:10:00,4,19,20
5061,Station_3,2022-01-29 15:31:00,12,15,20
5062,Station_4,2022-01-10 20:59:00,6,8,20
5063,Station_9,2022-01-03 12:49:00,7,5,20
5064,Station_8,2022-01-06 10:33:00,13,2,20
5065,Station_8,2022-01-24 07:42:00,10,13,20
5066,Station_6,2022-01-16 00:15:00,18,5,20
5067,Station_2,2022-01-22 19:48:00,3,15,20
5068,Station_7,2022-01-22 06:30:00,0,17,20
5069,Station_10,2022-01-22 14:59:00,15,7,20
5070,Station_1,2022-01-07 01:34:00,10,12,20
5071,Station_6,2022-01-02 00:07:00,15,9,20
5072,Station_6,2022-01-05 03:53:00,4,6,20
5073,Station_9,2022-01-01 07:18:00,9,7,20
5074,Station_9,2022-01-27 10:44:00,12,4,20
5075,Station_3,2022-01-15 15:56:00,17,19,20
5076,Station_10,2022-01-20 05:39:00,19,14,20
5077,Station_1,2022-01-02 05:31:00,6,9,20
5078,Station_3,2022-01-22 23:24:00,11,3,20
5079,Station_3,2022-01-17 00:49:00,10,12,20
5080,Station_4,2022-01-26 02:22:00,9,1,20
5081,Station_8,2022-01-04 16:30:00,3,19,20
5082,Station_2,2022-01-20 05:54:00,15,10,20
5083,Station_2,2022-01-14 09:17:00,6,17,20
5084,Station_4,2022-01-11 14:00:00,19,15,20
5085,Station_8,2022-01-27 08:32:00,11,4,20
5086,Station_3,2022-01-05 05:29:00,0,14,20
5087,Station_3,2022-01-18 01:43:00,10,3,20
5088,Station_9,2022-01-04 05:17:00,6,12,20
5089,Station_5,2022-01-20 22:11:00,9,9,20
5090,Station_10,2022-01-08 14:45:00,19,12,20
5091,Station_8,2022-01-09 17:58:00,3,14,20
5092,Station_4,2022-01-06 19:18:00,13,15,20
5093,Station_7,2022-01-10 10:18:00,8,5,20
5094,Station_7,2022-01-28 09:48:00,13,6,20
5095,Station_4,2022-01-08 00:31:00,12,19,20
5096,Station_5,2022-01-29 13:55:00,3,9,20
5097,Station_10,2022-01-16 06:09:00,7,6,20
5098,Station_10,2022-01-12 01:41:00,3,16,20
5099,Station_1,2022-01-17 07:38:00,4,0,20
5100,Station_1,2022-01-15 15:08:00,3,0,20
5101,Station_4,2022-01-26 02:22:00,11,10,20
5102,Station_3,2022-01-29 16:18:00,0,2,20
5103,Station_7,2022-01-23 13:01:00,12,7,20
5104,Station_8,2022-01-04 17:07:00,4,16,20
5105,Station_3,2022-01-26 01:06:00,2,7,20
5106,Station_7,2022-01-05 15:52:00,1,3,20
5107,Station_7,2022-01-09 04:41:00,0,6,20
5108,Station_8,2022-01-10 20:18:00,0,3,20
5109,Station_2,2022-01-11 20:56:00,9,5,20
5110,Station_7,2022-01-16 01:18:00,16,13,20
5111,Station_7,2022-01-16 20:55:00,4,14,20
5112,Station_8,2022-01-22 15:58:00,14,11,20
5113,Station_6,2022-01-25 22:24:00,3,8,20
5114,Station_5,2022-01-18 09:06:00,5,13,20
5115,Station_10,2022-01-16 06:58:00,10,19,20
5116,Station_8,2022-01-15 22:03:00,1,0,20
5117,Station_1,2022-01-01 20:49:00,12,17,20
5118,Station_1,2022-01-17 10:51:00,8,19,20
5119,Station_9,2022-01-12 11:13:00,0,0,20
5120,Station_8,2022-01-27 16:18:00,8,8,20
5121,Station_10,2022-01-10 01:00:00,18,19,20
5122,Station_5,2022-01-12 18:02:00,1,17,20
5123,Station_5,2022-01-16 15:39:00,13,11,20
5124,Station_1,2022-01-11 16:10:00,17,18,20
5125,Station_8,2022-01-15 09:24:00,13,18,20
5126,Station_2,2022-01-13 15:39:00,3,11,20
5127,Station_5,2022-01-18 05:31:00,13,16,20
5128,Station_8,2022-01-06 17:58:00,1,13,20
5129,Station_2,2022-01-06 19:08:00,8,12,20
5130,Station_3,2022-01-21 02:54:00,17,12,20
5131,Station_2,2022-01-02 20:57:00,4,11,20
5132,Station_6,2022-01-08 20:20:00,19,5,20
5133,Station_2,2022-01-05 14:04:00,4,17,20
5134,Station_1,2022-01-05 19:01:00,13,19,20
5135,Station_2,2022-01-13 03:31:00,15,10,20
5136,Station_7,2022-01-19 10:23:00,17,19,20
5137,Station_2,2022-01-10 17:42:00,1,13,20
5138,Station_10,2022-01-19 11:41:00,9,16,20
5139,Station_1,2022-01-08 04:37:00,3,14,20
5140,Station_10,2022-01-09 10:31:00,6,13,20
5141,Station_3,2022-01-20 17:52:00,13,5,20
5142,Station_3,2022-01-03 10:33:00,15,17,20
5143,Station_1,2022-01-14 11:57:00,6,8,20
5144,Station_5,2022-01-26 23:40:00,2,15,20
5145,Station_2,2022-01-09 04:08:00,9,8,20
5146,Station_8,2022-01-07 23:43:00,16,13,20
5147,Station_6,2022-01-26 22:07:00,5,4,20
5148,Station_1,2022-01-27 10:13:00,13,2,20
5149,Station_2,2022-01-17 02:04:00,17,18,20
5150,Station_7,2022-01-20 04:43:00,16,0,20
5151,Station_7,2022-01-17 22:38:00,17,1,20
5152,Station_4,2022-01-15 15:10:00,18,7,20
5153,Station_6,2022-01-02 14:34:00,5,17,20
5154,Station_8,2022-01-20 12:35:00,10,8,20
5155,Station_2,2022-01-07 16:19:00,14,7,20
5156,Station_10,2022-01-15 17:03:00,3,14,20
5157,Station_1,2022-01-11 04:16:00,7,5,20
5158,Station_6,2022-01-14 07:56:00,17,13,20
5159,Station_3,2022-01-02 00:43:00,4,2,20
5160,Station_1,2022-01-29 20:35:00,14,10,20
5161,Station_8,2022-01-10 15:50:00,13,4,20
5162,Station_8,2022-01-14 04:23:00,16,15,20
5163,Station_4,2022-01-27 05:00:00,16,9,20
5164,Station_8,2022-01-18 21:48:00,11,14,20
5165,Station_6,2022-01-05 06:15:00,13,14,20
5166,Station_10,2022-01-20 06:28:00,14,10,20
5167,Station_5,2022-01-26 15:11:00,2,3,20
5168,Station_8,2022-01-29 11:15:00,3,12,20
5169,Station_9,2022-01-22 17:21:00,16,17,20
5170,Station_5,2022-01-26 23:41:00,2,5,20
5171,Station_10,2022-01-27 20:33:00,17,17,20
5172,Station_4,2022-01-11 22:10:00,14,12,20
5173,Station_4,2022-01-02 02:18:00,18,2,20
5174,Station_2,2022-01-02 22:18:00,19,17,20
5175,Station_7,2022-01-13 22:05:00,10,7,20
5176,Station_1,2022-01-20 23:20:00,15,5,20
5177,Station_3,2022-01-21 02:00:00,6,0,20
5178,Station_4,2022-01-13 05:06:00,14,10,20
5179,Station_7,2022-01-07 11:32:00,14,13,20
5180,Station_4,2022-01-19 11:23:00,12,14,20
5181,Station_1,2022-01-03 18:55:00,7,6,20
5182,Station_7,2022-01-27 18:22:00,19,0,20
5183,Station_8,2022-01-22 16:51:00,8,3,20
5184,Station_6,2022-01-13 04:41:00,18,10,20
5185,Station_8,2022-01-19 01:19:00,1,1,20
5186,Station_4,2022-01-02 06:45:00,4,1,20
5187,Station_8,2022-01-12 09:38:00,9,9,20
5188,Station_4,2022-01-25 20:46:00,1,4,20
5189,Station_4,2022-01-06 01:14:00,17,5,20
5190,Station_9,2022-01-17 02:59:00,11,12,20
5191,Station_1,2022-01-13 13:15:00,7,15,20
5192,Station_5,2022-01-24 04:40:00,16,5,20
5193,Station_8,2022-01-12 14:40:00,6,0,20
5194,Station_6,2022-01-27 15:45:00,15,12,20
5195,Station_6,2022-01-11 08:41:00,9,10,20
5196,Station_4,2022-01-19 11:51:00,19,11,20
5197,Station_8,2022-01-03 05:49:00,9,4,20
5198,Station_7,2022-01-12 23:48:00,7,3,20
5199,Station_7,2022-01-20 20:51:00,16,8,20
5200,Station_1,2022-01-10 02:16:00,19,12,20
5201,Station_8,2022-01-28 09:50:00,8,11,20
5202,Station_7,2022-01-06 12:50:00,18,8,20
5203,Station_1,2022-01-26 22:41:00,12,10,20
5204,Station_2,2022-01-24 00:06:00,1,2,20
5205,Station_3,2022-01-15 02:31:00,15,8,20
5206,Station_2,2022-01-14 08:15:00,16,5,20
5207,Station_10,2022-01-08 11:25:00,9,14,20
5208,Station_3,2022-01-04 09:05:00,9,9,20
5209,Station_3,2022-01-05 00:28:00,3,1,20
5210,Station_8,2022-01-19 10:49:00,10,15,20
5211,Station_9,2022-01-03 00:35:00,14,4,20
5212,Station_5,2022-01-02 02:21:00,17,14,20
5213,Station_4,2022-01-20 19:05:00,12,0,20
5214,Station_5,2022-01-09 08:30:00,2,7,20
5215,Station_2,2022-01-22 05:44:00,2,3,20
5216,Station_2,2022-01-10 02:13:00,11,6,20
5217,Station_4,2022-01-20 14:32:00,0,12,20
5218,Station_7,2022-01-15 18:33:00,11,10,20
5219,Station_3,2022-01-10 06:13:00,12,14,20
5220,Station_7,2022-01-14 12:12:00,7,3,20
5221,Station_9,2022-01-25 04:51:00,4,18,20
5222,Station_6,2022-01-16 07:26:00,7,16,20
5223,Station_2,2022-01-22 03:22:00,15,18,20
5224,Station_10,2022-01-09 16:53:00,4,1,20
5225,Station_10,2022-01-14 01:15:00,0,15,20
5226,Station_5,2022-01-04 00:13:00,13,17,20
5227,Station_2,2022-01-06 10:32:00,16,16,20
5228,Station_4,2022-01-21 15:05:00,4,11,20
5229,Station_5,2022-01-30 00:50:00,11,6,20
5230,Station_9,2022-01-04 00:07:00,14,4,20
5231,Station_2,2022-01-27 07:52:00,17,1,20
5232,Station_9,2022-01-25 17:18:00,1,15,20
5233,Station_8,2022-01-05 17:54:00,4,7,20
5234,Station_1,2022-01-20 16:13:00,4,2,20
5235,Station_6,2022-01-26 04:24:00,5,13,20
5236,Station_8,2022-01-13 00:23:00,1,12,20
5237,Station_4,2022-01-24 07:25:00,13,16,20
5238,Station_3,2022-01-07 11:20:00,3,11,20
5239,Station_2,2022-01-27 11:54:00,11,2,20
5240,Station_8,2022-01-11 05:26:00,19,16,20
5241,Station_6,2022-01-10 18:12:00,16,13,20
5242,Station_8,2022-01-29 06:38:00,16,1,20
5243,Station_1,2022-01-05 07:50:00,3,8,20
5244,Station_4,2022-01-08 10:16:00,12,14,20
5245,Station_6,2022-01-30 01:33:00,17,14,20
5246,Station_7,2022-01-04 23:32:00,5,9,20
5247,Station_4,2022-01-18 00:39:00,14,3,20
5248,Station_6,2022-01-15 10:26:00,4,14,20
5249,Station_5,2022-01-23 05:16:00,11,6,20
5250,Station_2,2022-01-19 05:50:00,13,3,20
5251,Station_6,2022-01-15 13:04:00,0,2,20
5252,Station_4,2022-01-18 23:41:00,2,2,20
